# LOTR Conquest Custom Audio Event List
# Generated: 2026-01-22 15:17:10
# Total Events: 2782
#
# To customize an event, create an audio file in:
#   ConquestDir/ConquestMods/audio/{EventName}.wav (or .mp3, .ogg, .flac)
#
# Format: EventID | Bank | EventName
# ==============================================

0x002B4C8B | VO_Isengard | VO_Isengard-0090
0xC581EB4B | VO_Osgiliath | play_vo_osg_evil_obj05_remind_escort_v2
0xC581EB4C | VO_Osgiliath | play_vo_osg_evil_obj05_remind_escort_v5
0xC581EB4D | VO_Osgiliath | play_vo_osg_evil_obj05_remind_escort_v4
0xC5B23EF7 | VO_Weathertop | play_vo_wtp_obj08_new_aragorn_v1
0xC5B7CABA | BaseCombat | ranged_attack_charge
0xC6480CCD | Creatures | creature_death
0xC6657C45 | Level_Rivendell | ring_deliver
0xC67BBACD | Level_Trng | arrows_fire_incoming
0xC6E23B04 | HeroFrodo | stop_frodo_spawn
0xC6F10340 | VO_Trng | play_vo_trn_archer_complete_01
0xC7139E3A | VO_Osgiliath | play_vo_osg_good_obj05_new_basilica_v1
0xC7459560 | Music | play_osg_evil
0xC7489184 | VO_Weathertop | VO_Weathertop-0102
0xC7489186 | VO_Weathertop | VO_Weathertop-0106
0xC7489187 | VO_Weathertop | VO_Weathertop-0104
0xC76D6276 | SFXHorse | horse_hit
0xC7A4F398 | ChatterEvilHuman | ChatterEvilHuman-0596
0xC7C196D1 | Level_Moria | Level_Moria-0309
0xC7CE5797 | Level_Pelennor | play_pf_good_intro
0xC7D390C0 | ChatterEvilHuman | ChatterEvilHuman-0446
0xC7D390C2 | ChatterEvilHuman | ChatterEvilHuman-0450
0xC7D390C3 | ChatterEvilHuman | ChatterEvilHuman-0448
0xC813A890 | SFXHorse | horse_trample
0xC8470F6C | VO_Isengard | play_vo_igd_obj08_new_towers_v1
0xC8568CD8 | VO_Weathertop | VO_Weathertop-0148
0xC8568CD9 | VO_Weathertop | VO_Weathertop-0146
0xC8568CDA | VO_Weathertop | VO_Weathertop-0144
0xC8F2C645 | VO_Shire | play_vo_shr_obj02_remind_killhobbits_v1
0xC93470F9 | ChatterUruk | ChatterUruk-0508
0xC93470FA | ChatterUruk | ChatterUruk-0510
0xC93470FB | ChatterUruk | ChatterUruk-0512
0xC9762C51 | VO_Isengard | play_vo_igd_obj05_remind_key_v1
0xC9762C52 | VO_Isengard | play_vo_igd_obj05_remind_key_v2
0xC976E115 | UI | UI-0060
0xC9EE0FA4 | ChatterHeroElrond | ChatterHeroElrond-0059
0xCA108E44 | Level_Moria | moria_rocks_fall
0xCA42E9F9 | VO_Osgiliath | play_vo_osg_good_obj01_support_wave1_v1
0xCAA87E38 | VO_Trng | play_vo_trn_sniping_complete_02
0xCAA87E3B | VO_Trng | VO_Trng-0388
0xCB32B7C8 | VO_Moria | vo_mor_obj08_new_balinstomb_v1
0xCC23DC40 | VO_Weathertop | VO_Weathertop-0122
0xCC35ABBD | VO_Osgiliath | play_vo_osg_good_obj09_complete_escort_v1
0xCC35ABBE | VO_Osgiliath | play_vo_osg_good_obj09_complete_escort_v2
0xCC6A7E60 | VO_Pelennor | VO_Pelennor-0064
0xCC6A7E63 | VO_Pelennor | VO_Pelennor-0062
0xCC6DF7E0 | ChatterRohan | ChatterRohan-0531
0xCC6DF7E2 | ChatterRohan | ChatterRohan-0535
0xCC6DF7E3 | ChatterRohan | ChatterRohan-0533
0xCC86A6BA | Level_Moria | moria_cave_destroy
0xCC8832FD | ChatterElf | ChatterElf-0561
0xCC8832FE | ChatterElf | ChatterElf-0563
0xCC8832FF | ChatterElf | ChatterElf-0565
0xCCBC8C78 | VO_Isengard | vo_igd_obj10_support_saruman_v1
0xCCBC8C7A | VO_Isengard | vo_igd_obj10_support_saruman_v3
0xCCBC8C7B | VO_Isengard | vo_igd_obj10_support_saruman_v2
0xCCBC8C7D | VO_Isengard | vo_igd_obj10_support_saruman_v4
0xCCC1C170 | HeroElrond | elrond_charge
0xCCC5D109 | VO_Moria | vo_mor_obj13_complete_balrog_v1
0xCD0EF328 | ChatterRohan | ChatterRohan-0427
0xCD0EF329 | ChatterRohan | ChatterRohan-0425
0xCD0EF32A | ChatterRohan | ChatterRohan-0423
0xCD0F945C | VO_Trng | play_vo_trn_controlpoint_remind_01
0xCD0F945E | VO_Trng | play_vo_trn_controlpoint_remind_03
0xCD0F945F | VO_Trng | play_vo_trn_controlpoint_remind_02
0xCD5B6C7B | VO_Shire | VO_Shire-0149
0xCD7A8BEA | Level_MinasMorg | morgul_bats
0xCD940ED6 | VO_Moria | VO_Moria-0444
0xCD940ED7 | VO_Moria | play_vo_mor_obj8_destroybalin_reminder3
0xCDA771E4 | VO_Rivendell | play_vo_rvd_obj01_remind_maingate_v1
0xCDA771E6 | VO_Rivendell | play_vo_rvd_obj01_remind_maingate_v3
0xCDA771E7 | VO_Rivendell | play_vo_rvd_obj01_remind_maingate_v2
0xCDB41D24 | SFXEnt | ent_bodyfall
0xCE0CAD20 | Level_Moria | moria_deep_rumble
0xCE7C9A83 | VO_Moria | vo_mor_obj08_complete_balinstomb_v1
0xCEE452B4 | VO_Trng | play_vo_trn_secondwave_support_01
0xCEF55E7A | ChatterHeroElrond | ChatterHeroElrond-0081
0xCEF55E7C | ChatterHeroElrond | ChatterHeroElrond-0077
0xCEF55E7D | ChatterHeroElrond | ChatterHeroElrond-0079
0xCEF55E7F | ChatterHeroElrond | ChatterHeroElrond-0075
0xCEFECBA9 | VO_MinasTir | play_vo_mstt_obj04a_new_rally_v1
0xCF316E94 | SFXWarg | SFXWarg-0153
0xCF558B0D | Creatures | play_human
0xCF5E2328 | ChatterUruk | ChatterUruk-0478
0xCF5E232A | ChatterUruk | ChatterUruk-0482
0xCF5E232B | ChatterUruk | ChatterUruk-0480
0xCF74FBC6 | Level_Osgiliath | flare_pickup
0xCFA1F1E5 | ChatterHeroSaruman | ChatterHeroSaruman-0105
0xD025259E | VO_Pelennor | VO_Pelennor-0048
0xD02BBFE8 | Level_Moria | Level_Moria-0297
0xD034D3FF | VO_Moria | VO_Moria-0170
0xD07E3A97 | VO_Moria | play_vo_mor_evil_obj12_complete_gimli_v1
0xD09B5720 | ChatterOrc | ChatterOrc-0464
0xD09B5722 | ChatterOrc | ChatterOrc-0468
0xD09B5723 | ChatterOrc | ChatterOrc-0466
0xD0F4C246 | ChatterHeroWormtongue | ChatterHeroWormtongue-0102
0xD146FCBA | Level_Osgiliath | arrows_impact_multi
0xD17772C9 | VO_Trng | VO_Trng-0374
0xD17DA846 | Level_Moria | door_great_hall_open
0xD17EDD55 | Level_Isengard | play_isen_fires
0xD1C63094 | Level_Trng | arrow_whiz_bys
0xD1E309BF | VO_Trng | play_vo_trn_scoutcloak_support_01
0xD1E41CDA | SFXBalrog | SFXBalrog-0166
0xD1ECCC74 | ChatterUruk | ChatterUruk-0548
0xD1ECCC75 | ChatterUruk | ChatterUruk-0546
0xD1ECCC76 | ChatterUruk | ChatterUruk-0544
0xD2290A33 | VO_Weathertop | VO_Weathertop-0142
0xD234B251 | Level_Moria | drawbridge_close
0xD277EF18 | Level_Moria | moria_evil_outro
0xD2AFD2DD | ChatterOrc | ChatterOrc-0500
0xD2AFD2DE | ChatterOrc | ChatterOrc-0502
0xD2AFD2DF | ChatterOrc | ChatterOrc-0504
0xD2B52038 | Effects | knockback_fly
0xD2CA1AE1 | Effects | stop_ram_head_fire_loop
0xD2F05C45 | VO_MinasTir | vo_mstt_obj07_remind_throne_v1
0xD2F05C46 | VO_MinasTir | vo_mstt_obj07_remind_throne_v2
0xD31448BC | Level_Pelennor | pf_hobbit_launch
0xD34A5530 | ChatterElf | ChatterElf-0559
0xD34A5531 | ChatterElf | ChatterElf-0557
0xD34A5532 | ChatterElf | ChatterElf-0555
0xD38A2654 | Ambience | stop_amb_fire_big
0xD4261064 | ChatterHeroWormtongue | ChatterHeroWormtongue-0120
0xD4261065 | ChatterHeroWormtongue | ChatterHeroWormtongue-0122
0xD4261067 | ChatterHeroWormtongue | ChatterHeroWormtongue-0118
0xD4745C54 | VO_HelmsDeep | play_vo_hmd_obj00_complete_rally_v3
0xD4745C55 | VO_HelmsDeep | play_vo_hmd_obj00_complete_rally_v2
0xD4745C56 | VO_HelmsDeep | play_vo_hmd_obj00_complete_rally_v1
0xD47D68F0 | Level_Moria | moria_orc_spawn
0xD4AFEE94 | VO_Moria | play_vo_mor_obj2_remind4_goblincaves
0xD4C4E394 | ChatterUruk | ChatterUruk-0486
0xD4C4E395 | ChatterUruk | ChatterUruk-0488
0xD4C4E397 | ChatterUruk | ChatterUruk-0484
0xD4D1C5C8 | ChatterEvilHuman | ChatterEvilHuman-0574
0xD4D1C5C9 | ChatterEvilHuman | ChatterEvilHuman-0576
0xD4D1C5CB | ChatterEvilHuman | ChatterEvilHuman-0572
0xD4E34889 | VO_Isengard | play_vo_igd_obj02_remind_orccaptain_v1
0xD4E3488A | VO_Isengard | play_vo_igd_obj02_remind_orccaptain_v2
0xD4E3488B | VO_Isengard | play_vo_igd_obj02_remind_orccaptain_v3
0xD53FF488 | VO_Rivendell | play_vo_rvd_obj07a_remind_ring_v2
0xD53FF48B | VO_Rivendell | play_vo_rvd_obj07a_remind_ring_v1
0xD541B508 | Level_MinasTir | destroy_tree
0xD5A6C5A0 | ChatterHeroWormtongue | ChatterHeroWormtongue-0140
0xD5A6C5A1 | ChatterHeroWormtongue | ChatterHeroWormtongue-0138
0xD5A6C5A2 | ChatterHeroWormtongue | ChatterHeroWormtongue-0136
0xD5A6C5A7 | ChatterHeroWormtongue | ChatterHeroWormtongue-0142
0xD64317D0 | ChatterOrc | ChatterOrc-0422
0xD64317D2 | ChatterOrc | ChatterOrc-0426
0xD64317D3 | ChatterOrc | ChatterOrc-0424
0xD64B9B75 | HeroGandalf | gandalf_death
0xD6616A10 | SFXHorse | horse_grunt_b
0xD6616A13 | SFXHorse | horse_grunt_a
0xD66B697D | ChatterRohan | ChatterRohan-0495
0xD66B697E | ChatterRohan | ChatterRohan-0497
0xD66B697F | ChatterRohan | ChatterRohan-0499
0xD66BA0F6 | SFXOliphant | oliphaunt_intro
0xD672043E | ChatterUruk | ChatterUruk-0598
0xD6AB3876 | Creatures | orc_death
0xD701BC11 | ChatterUruk | ChatterUruk-0442
0xD701BC12 | ChatterUruk | ChatterUruk-0444
0xD701BC13 | ChatterUruk | ChatterUruk-0446
0xD7077A9D | ChatterOrc | ChatterOrc-0590
0xD7077A9E | ChatterOrc | ChatterOrc-0592
0xD7077A9F | ChatterOrc | ChatterOrc-0594
0xD73B1CFD | Level_Osgiliath | waterfall_detail_cu_lp
0xD74E4263 | SFXWarg | warg_attack
0xD75065E6 | VO_Rivendell | play_vo_rvd_obj04a_complete_belltower_v1
0xD75BADD0 | VO_Pelennor | VO_Pelennor-0102
0xD75BADD1 | VO_Pelennor | VO_Pelennor-0100
0xD75BADD2 | VO_Pelennor | VO_Pelennor-0098
0xD78265C6 | VO_Moria | play_vo_mor_obj13_delsecond_complete
0xD80B410B | Music | play_moria_evil
0xD80F7574 | VO_Weathertop | play_vo_wtp_obj01b_new_destroy_v1
0xD86D00DD | ChatterHeroGothmog | ChatterHeroGothmog-0110
0xD86D00DE | ChatterHeroGothmog | ChatterHeroGothmog-0112
0xD86D00DF | ChatterHeroGothmog | ChatterHeroGothmog-0114
0xD8DD813F | BaseCombat | grandviper
0xD8F39EC6 | HeroElrond | HeroElrond-0077
0xD909A4AE | VO_MountDoom | play_vo_dom_obj03_remind_captains_v2
0xD909A4AF | VO_MountDoom | play_vo_dom_obj03_remind_captains_v3
0xD90E8FBE | ChatterHeroAragorn | ChatterHeroAragorn-0091
0xD933B265 | VO_BlackGates | VO_BlackGates-0081
0xD9369A72 | Music | stop_training
0xD985D4D0 | VO_Moria | VO_Moria-0176
0xD985D4D5 | VO_Moria | VO_Moria-0234
0xD985D4D6 | VO_Moria | VO_Moria-0172
0xD985D4D7 | VO_Moria | VO_Moria-0174
0xD9A5464C | HeroLegolas | HeroLegolas-0053
0xD9EB8B16 | VO_Osgiliath | vo_osg_evil_obj02_remind_forumrace_v1
0xD9EBFC93 | VO_Rivendell | play_vo_rvd_obj03_complete_rivercp_v1
0xDA68C884 | VO_Isengard | play_vo_igd_obj09_new_doors_v1
0xDA79FB34 | ChatterHeroMouth | ChatterHeroMouth-0142
0xDA79FB35 | ChatterHeroMouth | ChatterHeroMouth-0140
0xDA79FB36 | ChatterHeroMouth | ChatterHeroMouth-0138
0xDAAC10F0 | ChatterUruk | ChatterUruk-0602
0xDB63CE9E | Ambience | stop_amb_fire_sml
0xDB864855 | VO_MinasTir | play_vo_mstt_obj03_remind_crown_v3
0xDB8DD0F8 | ChatterRohan | ChatterRohan-0469
0xDB8DD0FA | ChatterRohan | ChatterRohan-0473
0xDB8DD0FB | ChatterRohan | ChatterRohan-0471
0xDB998278 | ChatterHobbit | ChatterHobbit-0552
0xDB998279 | ChatterHobbit | ChatterHobbit-0554
0xDB99827B | ChatterHobbit | ChatterHobbit-0550
0xDB99827E | ChatterHobbit | ChatterHobbit-0556
0xDBC068F4 | SFXEnt | ent_wood
0xDBD965A7 | SFXBalrog | balrog_celebration
0xDC42A09B | VoiceOver | play_vo_dm_imminentvictoryevil_v1
0xDCB13DD5 | Level_Rivendell | play_helmswall
0xDCB7BA15 | BaseCombat | firewall
0xDCD9D5DD | SFXSiegeTower | SFXSiegeTower-0039
0xDCF03E3D | VO_Pelennor | VO_Pelennor-0058
0xDD3755E3 | ChatterHobbit | ChatterHobbit-0706
0xDD3755E4 | ChatterHobbit | ChatterHobbit-0704
0xDD3755E5 | ChatterHobbit | ChatterHobbit-0702
0xDD3755E6 | ChatterHobbit | ChatterHobbit-0700
0xDD7978E6 | Creatures | Creatures-0469
0xDDB4FFC0 | VO_MinasTir | play_vo_mstt_obj05b_new_ramuse_v1
0xDDDB2504 | ChatterHeroGothmog | ChatterHeroGothmog-0136
0xDDDB2505 | ChatterHeroGothmog | ChatterHeroGothmog-0138
0xDDDB2507 | ChatterHeroGothmog | ChatterHeroGothmog-0134
0xDDEC703E | SFXBalrog | balrog_bodyfall
0xDDFCB2E0 | VO_Rivendell | play_vo_rvd_obj02_new_gatecp_v1
0xDE25AB18 | VO_Trng | play_vo_trn_specialarrow_remind_02
0xDE25AB19 | VO_Trng | play_vo_trn_specialarrow_remind_03
0xDE25AB1B | VO_Trng | play_vo_trn_specialarrow_remind_01
0xDE4BA195 | ChatterHeroGandalf | ChatterHeroGandalf-0131
0xDE4BA196 | ChatterHeroGandalf | ChatterHeroGandalf-0085
0xDE4BA197 | ChatterHeroGandalf | ChatterHeroGandalf-0087
0xDE5117D0 | VO_Osgiliath | play_vo_osg_evil_obj02_remind_forumrace_v2
0xDE5117D1 | VO_Osgiliath | play_vo_osg_evil_obj02_remind_forumrace_v3
0xDE5117D6 | VO_Osgiliath | play_vo_osg_evil_obj02_remind_forumrace_v4
0xDE6F04F8 | VO_MinasTir | play_vo_mst_obj04_complete_gaterally_v1
0xDF0299AC | VO_Moria | play_vo_mor_obj1_mines_remind2
0xDF0299AD | VO_Moria | play_vo_mor_obj1_mines_remind3
0xDF0299AF | VO_Moria | play_vo_mor_obj1_mines_remind1
0xDF0F2042 | VO_Shire | VO_Shire-0083
0xDF5B5753 | VO_Trng | play_vo_trn_archer_flavor_01
0xDF5ED2B5 | VO_HelmsDeep | play_vo_hmd_obj01_update_deepwall_v1
0xDF5ED2B6 | VO_HelmsDeep | play_vo_hmd_obj01_update_deepwall_v2
0xDF9F360C | VO_Trng | VO_Trng-0304
0xDF9FC8C0 | VO_Moria | vo_mor_obj08_support_balinstomb_v2
0xDF9FC8C3 | VO_Moria | vo_mor_obj08_support_balinstomb_v1
0xDFA14FB8 | VO_Rivendell | play_vo_rvd_obj08_remind_gatehouse_v3
0xDFA14FB9 | VO_Rivendell | play_vo_rvd_obj08_remind_gatehouse_v2
0xDFA14FBA | VO_Rivendell | play_vo_rvd_obj08_remind_gatehouse_v1
0xDFC823F0 | VO_MinasTir | vo_mst_obj03_new_2ndring_v1
0xDFE6BFC6 | Level_Osgiliath | isen_orc_archers
0xDFFCB814 | VO_MinasTir | play_vo_mstt_obj04a_complete_rally_v1
0xE008E274 | Level_MinasTir | crown_deliver
0xE08F085C | VO_MinasTir | vo_mstt_obj06_remind_tree_v1
0xE08F085F | VO_MinasTir | vo_mstt_obj06_remind_tree_v2
0xE096C12C | UI | ui_prompt
0xE09F4B9E | VoiceOver | VoiceOver-0323
0xE0B8C415 | ChatterUruk | ChatterUruk-0568
0xE0B8C416 | ChatterUruk | ChatterUruk-0570
0xE0B8C417 | ChatterUruk | ChatterUruk-0572
0xE0BC68E6 | Effects | obj_complete_good
0xE162C1E3 | VO_Moria | play_vo_mor_obj7_delfirst_complete
0xE2271264 | HeroSauron | sauron_heavy_impact
0xE2302405 | VO_MountDoom | VO_MountDoom-0085
0xE234322F | Ambience | Ambience-0100
0xE2545DEC | VO_Rivendell | play_vo_rvd_obj08_complete_gatehouse_v1
0xE255F080 | VO_Trng | VO_Trng-0224
0xE266A7A9 | VO_Moria | play_vo_mor_obj2_remind5_goblincaves
0xE384FF8C | Level_MinasMorg | wood_fence_break
0xE3D82966 | Level_MinasMorg | Level_MinasMorg-0186
0xE3D86640 | ChatterHeroSauron | ChatterHeroSauron-0130
0xE3D86641 | ChatterHeroSauron | ChatterHeroSauron-0132
0xE3D86643 | ChatterHeroSauron | ChatterHeroSauron-0128
0xE3DF2D4B | VoiceOver | VoiceOver-0386
0xE42181D8 | Music | play_minas_tirith_evil
0xE47FFB18 | ChatterElf | ChatterElf-0537
0xE47FFB1A | ChatterElf | ChatterElf-0541
0xE47FFB1B | ChatterElf | ChatterElf-0539
0xE48D1454 | VO_Shire | VO_Shire-0099
0xE4A288F6 | VO_Shire | play_vo_shr_obj01_remind1_killhobbitsrev
0xE4A42101 | VO_Isengard | play_vo_igd_obj05_new_key_v2
0xE4A42102 | VO_Isengard | play_vo_igd_obj05_new_key_v1
0xE4B49E30 | VO_Moria | vo_mor_obj10_complete_bridge_v1
0xE4BB7911 | ChatterHobbit | ChatterHobbit-0532
0xE4BB7914 | ChatterHobbit | ChatterHobbit-0526
0xE4BB7916 | ChatterHobbit | ChatterHobbit-0530
0xE4BB7917 | ChatterHobbit | ChatterHobbit-0528
0xE4D9ED20 | ChatterGondor | ChatterGondor-0489
0xE4D9ED22 | ChatterGondor | ChatterGondor-0493
0xE4D9ED23 | ChatterGondor | ChatterGondor-0491
0xE4E7FCB2 | VO_BlackGates | VO_BlackGates-0130
0xE5187A9F | VO_Moria | play_vo_mor_obj5_acqfirst_complete
0xE524B960 | VO_Shire | VO_Shire-0165
0xE524B963 | VO_Shire | VO_Shire-0163
0xE533E9A1 | Level_Rivendell | smoke_plume_lp
0xE5513895 | BaseCombat | heavy_attack
0xE57982C4 | VO_MountDoom | play_vo_dom_obj07_remind_frodo_v1
0xE57982C7 | VO_MountDoom | play_vo_dom_obj07_remind_frodo_v2
0xE5A1F730 | VO_Moria | play_vo_mor_obj07_remind_rallygimli_v3
0xE5A1F731 | VO_Moria | play_vo_mor_obj07_remind_rallygimli_v2
0xE5A1F732 | VO_Moria | play_vo_mor_obj07_remind_rallygimli_v1
0xE5BC6324 | VoiceOver | play_vo_dm_10killsleftgood_v1
0xE5DD598C | ChatterUruk | ChatterUruk-0550
0xE5DD598E | ChatterUruk | ChatterUruk-0554
0xE5DD598F | ChatterUruk | ChatterUruk-0552
0xE5DED130 | VO_Moria | play_vo_mor_evil_obj01_new_mines
0xE630373E | VO_Trng | play_vo_trn_thirdwave_new_01
0xE63636BE | VO_MinasTir | vo_mst_obj01_new_maingate_v1
0xE63F0EE0 | ChatterOrc | ChatterOrc-0510
0xE63F0EE1 | ChatterOrc | ChatterOrc-0508
0xE63F0EE2 | ChatterOrc | ChatterOrc-0506
0xE683C971 | ChatterRohan | ChatterRohan-0549
0xE683C972 | ChatterRohan | ChatterRohan-0551
0xE683C973 | ChatterRohan | ChatterRohan-0553
0xE6AB2393 | Level_MinasMorg | crystal_energy_lp
0xE6AE1860 | ChatterHeroLurtz | ChatterHeroLurtz-0128
0xE6AE1861 | ChatterHeroLurtz | ChatterHeroLurtz-0130
0xE6AE1863 | ChatterHeroLurtz | ChatterHeroLurtz-0126
0xE6B11251 | VO_Trng | VO_Trng-0232
0xE6B3D196 | VoiceOver | VoiceOver-0261
0xE74E19E3 | Ambience | fire_brazier
0xE7D04574 | ChatterGondor | ChatterGondor-0583
0xE7D04575 | ChatterGondor | ChatterGondor-0581
0xE7D04576 | ChatterGondor | ChatterGondor-0579
0xE7D50140 | ChatterEvilHuman | ChatterEvilHuman-0540
0xE7D50141 | ChatterEvilHuman | ChatterEvilHuman-0538
0xE7D50142 | ChatterEvilHuman | ChatterEvilHuman-0536
0xE806840D | VO_Moria | play_vo_mor_obj2_remind1_goblincaves
0xE8131534 | ChatterHeroWitchKing | ChatterHeroWitchKing-0141
0xE8131535 | ChatterHeroWitchKing | ChatterHeroWitchKing-0143
0xE8131537 | ChatterHeroWitchKing | ChatterHeroWitchKing-0139
0xE866F26C | ChatterUruk | ChatterUruk-0556
0xE866F26E | ChatterUruk | ChatterUruk-0560
0xE866F26F | ChatterUruk | ChatterUruk-0558
0xE893047C | ChatterOrc | ChatterOrc-0498
0xE893047D | ChatterOrc | ChatterOrc-0496
0xE893047E | ChatterOrc | ChatterOrc-0494
0xE8A7A569 | HeroLurtz | legolas_bow_release
0xE8BB06F4 | ChatterElf | ChatterElf-0499
0xE8BB06F5 | ChatterElf | ChatterElf-0497
0xE8BB06F6 | ChatterElf | ChatterElf-0495
0xE8E13DDF | VO_MountDoom | play_vo_dom_obj07_new_frodo_v1
0xE8F64641 | ChatterEvilHuman | ChatterEvilHuman-0458
0xE8F64642 | ChatterEvilHuman | ChatterEvilHuman-0460
0xE8F64643 | ChatterEvilHuman | ChatterEvilHuman-0462
0xE9196104 | ChatterEvilHuman | ChatterEvilHuman-0424
0xE9196105 | ChatterEvilHuman | ChatterEvilHuman-0426
0xE9196107 | ChatterEvilHuman | ChatterEvilHuman-0422
0xE9404BF0 | ChatterUruk | ChatterUruk-0454
0xE9404BF2 | ChatterUruk | ChatterUruk-0458
0xE9404BF3 | ChatterUruk | ChatterUruk-0456
0xE9AE979C | ChatterHeroBalrog | ChatterHeroBalrog-0100
0xE9AE979E | ChatterHeroBalrog | ChatterHeroBalrog-0104
0xE9AE979F | ChatterHeroBalrog | ChatterHeroBalrog-0102
0xE9CB1A15 | VO_Rivendell | VO_Rivendell-0132
0xE9CB1A16 | VO_Rivendell | play_vo_rvd_obj04_remind_belltower_v2
0xE9CB1A17 | VO_Rivendell | play_vo_rvd_obj04_remind_belltower_v3
0xEA28F200 | VO_Trng | play_vo_trn_keepfighting_remind_03
0xEA28F201 | VO_Trng | play_vo_trn_keepfighting_remind_02
0xEA28F202 | VO_Trng | play_vo_trn_keepfighting_remind_01
0xEA28F206 | VO_Trng | play_vo_trn_keepfighting_remind_05
0xEA28F207 | VO_Trng | play_vo_trn_keepfighting_remind_04
0xEA6F3988 | ChatterRohan | ChatterRohan-0501
0xEA6F398A | ChatterRohan | ChatterRohan-0505
0xEA6F398B | ChatterRohan | ChatterRohan-0503
0xEAD7EB1C | BaseCombat | BaseCombat-0763
0xEAE2EB5F | BaseCombat | play_impact_kill
0xEAE2F104 | VO_Moria | play_vo_mor_obj4_killmage_new
0xEAFFAF2D | ChatterGondor | ChatterGondor-0501
0xEAFFAF2E | ChatterGondor | ChatterGondor-0503
0xEAFFAF2F | ChatterGondor | ChatterGondor-0505
0xEB4929B9 | VO_Osgiliath | play_vo_osg_good_obj05_remind_basilica_v1
0xEB4929BA | VO_Osgiliath | play_vo_osg_good_obj05_remind_basilica_v2
0xEB4929BB | VO_Osgiliath | play_vo_osg_good_obj05_remind_basilica_v3
0xEB4929BC | VO_Osgiliath | play_vo_osg_good_obj05_remind_basilica_v4
0xEB4929BD | VO_Osgiliath | play_vo_osg_good_obj05_remind_basilica_v5
0xEB8B1C4C | VO_Moria | play_vo_mor_evil_obj06_new_balinstomb_v1
0xEBA2A53C | VO_Osgiliath | VO_Osgiliath-0121
0xEBCABA2A | Level_MountDoom | witch_king_intro_a01
0xEBD580A0 | ChatterHeroEvilFrodo | ChatterHeroEvilFrodo-0053
0xEBD580A1 | ChatterHeroEvilFrodo | ChatterHeroEvilFrodo-0055
0xEBD580A3 | ChatterHeroEvilFrodo | ChatterHeroEvilFrodo-0051
0xEBF6AAF5 | Music | play_osg_good
0xEC28BA2E | Effects | mount_mount
0xEC2FB79B | VO_Moria | VO_Moria-0282
0xEC4F12EC | Level_HelmsDeep | Level_HelmsDeep-0241
0xEC4F12EF | Level_HelmsDeep | helms_rain_a02
0xEC8530DE | VO_MinasTir | VO_MinasTir-0199
0xECC81BB3 | Music | play_pelennor_fields
0xECCD06E5 | VO_BlackGates | VO_BlackGates-0146
0xECCD06E6 | VO_BlackGates | VO_BlackGates-0148
0xECCD06E7 | VO_BlackGates | VO_BlackGates-0150
0xECE49D49 | VO_Weathertop | play_vo_wtp_obj01b_remind_destroy_v1
0xECE49D4A | VO_Weathertop | play_vo_wtp_obj01b_remind_destroy_v2
0xECE49D4B | VO_Weathertop | play_vo_wtp_obj01b_remind_destroy_v3
0xED1E24DE | VO_Isengard | play_vo_igd_obj02_new_orccaptain_v1
0xED20CAA6 | VO_Shire | play_vo_shr_obj6_new_killgandalf
0xED4ECAE1 | VO_Rivendell | play_vo_rvd_obj06_complete_elrond_v1_alt
0xEDB3E8FF | VO_Trng | play_vo_trn_warriorthrow_complete_01
0xEDE9D865 | VO_Rivendell | play_vo_rvd_obj01_new_maingate_v1
0xEDF9E3EE | VO_Moria | play_vo_mor_obj02_update_caves_v2
0xEDFDB343 | Music | play_mp_good
0xEE2DF2E3 | HeroSauron | sauron_explosion
0xEE5B8FF9 | VO_Trng | play_vo_trn_controlpoint_new_01
0xEE8347B0 | BaseCombat | block
0xEE8EE7AC | Effects | flag_change_at_bottom
0xEE94DBF5 | ChatterUruk | ChatterUruk-0580
0xEE94DBF6 | ChatterUruk | ChatterUruk-0582
0xEE94DBF7 | ChatterUruk | ChatterUruk-0584
0xEEC50F68 | ChatterHeroFaramir | ChatterHeroFaramir-0126
0xEEC50F69 | ChatterHeroFaramir | ChatterHeroFaramir-0124
0xEEC50F6A | ChatterHeroFaramir | ChatterHeroFaramir-0122
0xEF306938 | VO_Trng | play_vo_trn_magelightning_support_02
0xEF306939 | VO_Trng | play_vo_trn_magelightning_support_03
0xEF30693B | VO_Trng | play_vo_trn_magelightning_support_01
0xEF30693E | VO_Trng | play_vo_trn_magelightning_support_04
0xEF688F80 | HeroMouth | HeroMouth-0035
0xEF71B124 | ChatterHeroElrond | ChatterHeroElrond-0073
0xEF71B125 | ChatterHeroElrond | ChatterHeroElrond-0071
0xEF71B126 | ChatterHeroElrond | ChatterHeroElrond-0069
0xEF8680D4 | Ambience | stop_amb_fire_med
0xEFAE696B | VO_Shire | VO_Shire-0179
0xF00A5AE4 | ChatterOrc | ChatterOrc-0564
0xF00A5AE5 | ChatterOrc | ChatterOrc-0562
0xF00A5AE6 | ChatterOrc | ChatterOrc-0560
0xF012B044 | VO_Moria | play_vo_mor_obj07_complete_rallygimli_v1
0xF0215524 | ChatterEvilHuman | ChatterEvilHuman-0580
0xF0215525 | ChatterEvilHuman | ChatterEvilHuman-0582
0xF0215527 | ChatterEvilHuman | ChatterEvilHuman-0578
0xF021F69B | ChatterHeroMouth | ChatterHeroMouth-0136
0xF021F69C | ChatterHeroMouth | ChatterHeroMouth-0134
0xF021F69D | ChatterHeroMouth | ChatterHeroMouth-0132
0xF021F69E | ChatterHeroMouth | ChatterHeroMouth-0130
